,,,all,fisher,relief,spec,f,chi2_nor,RFS,mrmr,cmim,jmi,borutashap,rf,lasso_svm,lasso_lg
knn,RIA,41146,0.0,0.00964703420627799,0.002643353557988259,0.000522237543758252,0.00964703420627799,0.0034574184784085856,0.008200929440151888,0.008200929440151888,0.008200929440151888,0.008200929440151888,0.004638976953181131,0.002643353557988259,0.006178560136707959,0.017669006864259637
knn,RIA,41156,0.0,-0.00011969556901336226,-0.0004840740460874526,,-0.00020004129093555885,-1.568241446146406e-05,1.0587957822105214e-18,-1.4583329631619244e-05,-1.4583329631619244e-05,-1.4583329631619244e-05,2.5985336729425816e-05,2.4974660221873284e-17,,-1.5499953998103346e-05
knn,RIA,41730,0.0,,,0.016805674425427623,,,0.01447511496117423,,0.014100789157961403,0.014100789157961403,0.023611481297671207,0.026039391957135425,0.023611481297671207,0.025533994478568627
knn,RIA,41872,0.0,6.669652395176064e-18,-0.00937112961996067,,6.669652395176064e-18,1.8375545579038252e-17,2.1438351497824796e-17,4.576778409752308e-18,1.558670113520319e-17,1.9028691181861778e-17,9.147715820845503e-18,2.3129866345851572e-17,-0.02346939656572541,-0.02346939656572541
knn,RIA,41897,0.0,-0.0016665774278684343,-0.006272386706597843,-0.0016665774278684343,-0.0016665774278684343,-0.0016665774278684343,-0.00338573640715979,3.7718046933499324e-17,3.0859625992687054e-17,0.024141130173887377,-0.0017257697377721362,-0.0017257697377721362,-0.0016665774278684343,-2.05629211277017e-18
knn,RIA,41945,0.0,-0.006096877648461988,-5.633623254797028e-18,-0.015843632844062566,-0.006096877648461988,-0.0023028480543960043,-0.007455367323736572,,,,-0.0023028480543960043,-0.0009100946244048246,-0.007455367323736572,-0.06167158107738659
knn,RIA,41946,0.0,1.3368702792742608e-18,-2.855751365210288e-05,2.73178884212515e-18,4.7653022409941155e-18,0.0002619180311779647,1.3402326299805622e-18,4.671439766223448e-05,4.671439766223448e-05,4.671439766223448e-05,-3.290898060774969e-05,3.082217425294966e-17,1.3402326299805622e-18,1.3402326299805622e-18
knn,RIA,41978,0.0,0.0033504761334277166,0.0015138024885068889,-0.005350736657476729,0.0033504761334277166,-0.005151716659203074,0.0008327951745103831,-0.004926706473239676,-0.008479673324722074,-0.010231563459531459,2.4975909908974993e-17,2.0669214650786896e-17,0.007823652953726532,2.2964771144511935e-17
knn,RIA,44,0.0,7.820385016376923e-05,-6.359123628587541e-05,0.002764701145294127,7.820385016376923e-05,5.65880206391927e-05,0.002938762502206121,0.0006402818642127037,0.0006402818642127037,0.0006402818642127037,-0.0003809041608496848,-0.0003809041608496848,0.0006242914203015835,0.0021849030318052344
knn,RIA,53,0.0,0.0025809406960914604,0.00025393707371019765,,0.0025809406960914604,0.024258275970149644,0.02503456506539002,0.024147768054070776,0.024147768054070776,0.024147768054070776,0.00025393707371019765,0.00025393707371019765,0.02248331345840544,0.02248331345840544
knn,RIA,59,0.0,-0.00029252842166804647,0.001520610751924295,-0.0006210497257597279,-0.00028467438548388007,-0.00028467438548388007,-0.0005025380609104855,0.001142383941922234,1.5490070155997912e-17,0.0003566962547652135,0.0023952511244034872,0.004187799586214739,0.0004310391473081288,0.00040435756663714475
knn,RIA,715,0.0,0.011836691315752495,0.01833486045590672,,0.011836691315752495,0.003376762430314513,0.003956495258909877,0.014297298754172436,0.003376762430314513,0.003376762430314513,0.003376762430314513,0.003376762430314513,0.0007756823665090815,
knn,RIA,716,0.0,0.004737801674464142,0.007659725344881237,0.012664737461375815,0.004737801674464142,0.004737801674464142,0.007659725344881237,0.0415113039699934,0.007659725344881237,0.007659725344881237,0.0042238698431103375,0.008073146313041204,0.016144536765051124,0.00199805665315702
knn,RIA,717,0.0,-0.0002137081930493148,-4.256730106532111e-19,0.010805279935899826,-0.0002137081930493148,-0.0002137081930493148,-0.00034748615370015605,-0.0030689211178707926,-4.315567756440901e-19,0.007124979086081129,0.000517494480058097,-4.256730106532111e-19,0.0008891741574516892,-4.256730106532111e-19
knn,RIA,718,0.0,0.010380777637050927,0.016879459090546972,0.0011983706753762112,0.010380777637050927,0.000559732786677111,0.005588495590285774,0.020919690484236128,0.01595018718171663,0.005818524044498298,0.015446007769259378,0.005818524044498298,0.007922512683493565,0.0034784854626329132
knn,RIA,721,0.0,,0.0002262097294981572,,,-0.0004893400706826905,,0.0002262097294981572,-0.001095101074573217,,-0.0002253225285047051,-0.0002253225285047051,-0.0004893400706826905,-0.0007317341917067272
knn,RIA,723,0.0,0.023303605049992668,0.013646660949273512,,0.023303605049992668,0.008872860969418877,0.010199333394188461,0.016534143878227995,0.013646660949273512,0.013646660949273512,0.010061348158605186,0.013646660949273512,0.013646660949273512,
knn,RIA,732,0.0,0.001996413206014715,0.009620025309142131,0.0005738024716596801,0.001996413206014715,0.0012928419194728467,0.008955304569545476,0.017305743822225793,0.010335398832341235,0.01243505147861647,0.004252959678011003,-0.0025505797229065873,0.006815570580474163,0.003362691201896523
knn,RIA,735,0.0,,,1.8850135051037413e-17,,-9.466631604762102e-06,,,,,,,,
knn,RIA,740,0.0,0.00023109954230732366,0.002106341566931592,,0.00023109954230732366,0.00023109954230732366,0.0009677682005400492,,0.0010251545112408829,7.091961707842195e-18,0.0016198479573189552,0.0016198479573189552,,
knn,RIA,742,0.0,0.0010036898022986053,0.0010036898022986053,-0.003442257366079567,0.0010036898022986053,0.0010036898022986053,0.009095074649736936,0.011605780288011522,0.0030599200879999466,0.01679979932022215,0.0010036898022986053,0.0010036898022986053,0.007827460622137237,0.009150025801431353
knn,RIA,746,0.0,0.012713112249279202,0.004598323702636997,,0.012713112249279202,0.004537006218463085,-0.000558484362586113,0.010262126145152362,0.0026091413908131294,0.007482238018784405,0.005420296928978858,0.005420296928978858,0.016581854220145333,-0.0005076879815067995
knn,RIA,752,0.0,0.017809822662188723,0.00014490376272999122,0.00015427888315100422,0.017809822662188723,0.017809822662188723,0.018821945617595467,,0.031468596796451344,0.031468596796451344,0.014677215331041077,6.209625007262696e-05,0.010668115793074718,0.014693728096686684
knn,RIA,753,0.0,0.008762335071639421,0.004182549627095042,0.017954189844132957,0.008762335071639421,3.310405996452183e-17,-0.00645824163363972,2.785129065527553e-17,0.00836053205413126,-0.0026250408359262366,-0.0007558315867802113,-0.006377666039453502,0.0070714517404590555,2.5628565282477836e-17
knn,RIA,756,0.0,0.0015170341820661666,2.561024772374965e-17,0.0008968603798364064,0.0015170341820661666,0.0015170341820661666,0.0009710159285060166,0.0017259312816718861,1.219604579103978e-18,0.0009682129403000486,1.219604579103978e-18,1.219604579103978e-18,2.2983963706389656e-17,2.5301809662820342e-17
knn,RIA,758,0.0,-0.005896783396647957,-4.018967418540559e-18,0.00161862621858612,-0.005896783396647957,0.00161862621858612,,-0.0010089576843822531,0.00161862621858612,0.00161862621858612,0.00161862621858612,0.00161862621858612,0.0016115946249715797,0.0014744911588326643
knn,RIA,759,0.0,0.07376508021118479,-0.013139185321447292,-0.006246259245275506,0.07376508021118479,0.17911422167398589,0.04891877644854674,0.17911422167398589,0.17911422167398589,0.17911422167398589,0.17911422167398589,0.17911422167398589,0.061071599481474226,0.07657183305003527
knn,RIA,761,0.0,1.8165598840672913e-17,1.5773026294031592e-17,1.0236230623769893e-17,1.8165598840672913e-17,1.335272328887574e-17,,8.576876005360173e-18,8.576876005360173e-18,8.576876005360173e-18,1.6682297510983162e-17,1.6682297510983162e-17,-0.0019321814747548355,-0.0019321814747548355
knn,RIA,762,0.0,0.0036067860918537246,0.0046842758496817676,-0.0004748096880406728,0.0036067860918537246,0.0036067860918537246,0.005526752468427498,0.0038896314593137808,0.0038896314593137808,0.004067950974796121,2.0034273987833785e-17,0.0033123048378435323,0.001677514022619699,0.001677514022619699
knn,RIA,763,0.0,0.0008351133732942131,0.0020262107152816235,0.0006523119305794446,0.0008351133732942131,0.0008351133732942131,0.003602842507885131,2.0068218881732216e-05,2.0068218881732216e-05,2.0068218881732216e-05,0.0026887716048066834,0.0013378747507460393,0.002000340070985059,0.002000340070985059
knn,RIA,766,0.0,0.007536577195901901,0.004287240252342684,0.0011493221404424373,0.007536577195901901,0.007536577195901901,0.004662659378076186,0.007900351299772615,3.5673449704861914e-17,3.5673449704861914e-17,0.010122001497066246,0.005753516252937535,0.007277461169426183,0.009805115255723367
knn,RIA,768,0.0,0.00719785317508317,0.034502826567940986,0.008850358526269907,0.00719785317508317,0.012645842885638286,0.009425771804845216,0.013742659528592792,0.026257234369476096,0.012598720228291505,0.033733591454949544,0.034502826567940986,0.011911775673871845,0.013009772673268237
knn,RIA,769,0.0,0.002920923530632993,0.0050549368519575335,0.0018395977551343506,0.002920923530632993,0.0030129888978433265,0.003991315352358289,-0.0009166331049283152,0.01322508173527932,0.0018237632210697649,0.00807177736721083,0.0028665618403029927,0.0034578541970898555,0.010952336528319452
knn,RIA,773,0.0,3.576597782172347e-18,0.00013445217024677397,-0.00019096576926290053,3.576597782172347e-18,3.576597782172347e-18,-0.00028872950219137013,-0.001118945158168492,-0.00151025503438905,-0.0013004021718501359,0.0005719055916412512,0.00031255952919908344,-0.0010144882302626198,3.576597782172347e-18
knn,RIA,775,0.0,2.4170047767712152e-17,2.4170047767712152e-17,0.008207399354444925,2.4170047767712152e-17,2.4170047767712152e-17,2.4170047767712152e-17,0.010297227342256512,0.010872122338081524,0.010297227342256512,0.003722411227905135,0.005803121728994401,0.016746879971074755,0.01320025428674196
knn,RIA,778,0.0,0.14943160494183474,,0.08219503206623224,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474,0.14943160494183474
knn,RIA,779,0.0,0.0067162909473395946,0.008591004667720559,0.0067001427073154875,0.0067162909473395946,0.0067162909473395946,0.011235959308333253,0.007687523798844856,0.01877655525122645,0.015825708379959762,2.7058516130552896e-17,0.0074060668907162,0.006245116210431644,0.015896532192792398
knn,RIA,783,0.0,0.0025868779532124513,2.78004541900894e-17,6.8733198224695755e-18,0.0025868779532124513,0.0025868779532124513,0.0005168376864837611,6.8733198224695755e-18,0.0024521149713010925,0.0074643393527411735,2.78004541900894e-17,2.78004541900894e-17,0.003555187384181691,0.003555187384181691
knn,RIA,785,0.0,0.01047151061251269,0.001907110489062439,0.002540869087465175,0.01047151061251269,0.005183784627875702,0.0076776967435788135,0.010208587062507136,0.004722197666743539,0.009679807397463358,0.014828843299173554,0.003261500314857571,-0.004915167449749552,0.009081044030208861
knn,RIA,788,0.0,-0.0010811640123960765,6.738145394025522e-18,0.00034182567242806676,-0.0009564624000690618,-0.001005640289863626,-0.009859968737705933,,,,0.0004997315842337519,,-0.00714521433069634,
knn,RIA,789,0.0,1.1356237032645463e-17,1.1356237032645463e-17,-0.0005474827241284832,1.1356237032645463e-17,0.0024923352670285,0.0007127430843266579,-0.0015457043520279996,0.0030905823367818205,0.0006904367064090225,0.0008865427098171442,0.0093389030787914,0.0015341480041198995,0.0015341480041198995
knn,RIA,793,0.0,1.337236487043417e-17,1.337236487043417e-17,-0.00012501911386366096,1.337236487043417e-17,0.005533611654471549,,-0.00012501911386366096,0.0010533522720279408,0.000624002490160525,1.337236487043417e-17,1.337236487043417e-17,,0.0022223373628662427
knn,RIA,794,0.0,0.005155758276594542,0.00375698018034904,-0.00022283520230265206,0.005155758276594542,0.005155758276594542,0.003481532136636856,0.000270050864358523,0.007726457945062033,0.00753185755852601,0.00375698018034904,0.00375698018034904,0.00491318621272208,0.004402529720798141
knn,RIA,797,0.0,3.049187701660264e-17,3.049187701660264e-17,,3.049187701660264e-17,3.049187701660264e-17,0.001635837883147851,0.010360313680770197,3.049187701660264e-17,0.01615072272004048,3.049187701660264e-17,0.0017154211586092236,0.011527229262503658,0.011527229262503658
knn,RIA,800,0.0,3.853230259215272e-18,9.137941600740223e-18,4.059996029781999e-18,0.0011306139872881882,0.002504372497833718,0.0008994318741910278,,,,0.003114146585295425,-0.0008499758451972895,0.0021071606840880924,0.004677477927398471
knn,RIA,805,0.0,-0.0035305381429115512,0.005310670689497772,-0.004790187391268665,-0.0035305381429115512,-0.0029402983562842175,0.0015981014631210918,0.0003251402007299753,0.0012634613339638136,0.004849743446947905,0.0014553647521929056,0.00368010581891854,-0.005065643878645916,
knn,RIA,806,0.0,0.0017899419999922752,0.00544160554160173,0.0009368575416076612,0.0017899419999922752,0.0017899419999922752,0.004383372184261807,0.01993948094815528,0.00411731656102307,0.002261988207676725,0.012387631087581353,0.002261988207676725,0.004980104271509027,0.001982190464154541
knn,RIA,812,0.0,-0.004609942638560367,0.005611895733755821,0.0008524290213289959,-0.004609942638560367,-0.004609942638560367,,-0.003900846221814779,-0.006985318793802064,-0.006985318793802064,-0.0009587334656604727,0.008543668240621253,-0.009750677255577642,0.005049704434000653
knn,RIA,820,0.0,0.0018924912100182273,0.0018924912100182273,0.0019083281587393961,0.0018924912100182273,0.001230499579358747,0.0002893880488228639,0.0010923008673244256,0.0019083281587393961,0.0019083281587393961,0.0018924912100182273,0.0018924912100182273,0.00651918725643972,0.0018924912100182273
knn,RIA,824,0.0,0.0026153317190067147,0.0025712119810298575,,0.0026153317190067147,0.0026153317190067147,,0.0016555914762554633,0.005758233236911504,0.005758233236911504,0.006936926057502548,0.0025712119810298575,,
knn,RIA,828,0.0,0.008863687289737207,0.03566957931851652,0.021542731081658446,0.008863687289737207,0.012321810824157349,0.018977751478892396,0.03566957931851652,0.05032490875883954,0.05583925262100772,0.01703928064547239,0.07825717259268712,0.020678176507644773,0.018285293983591817
knn,RIA,830,0.0,,-0.00016161031166633967,,,,,-0.0016298444720258334,-0.001021617684164274,-0.001021617684164274,,,,
knn,RIA,833,0.0,0.00017794952064050762,4.078379266934167e-05,,0.00017794952064050762,-1.1284431593466187e-05,0.00022890075583622318,-0.0011158496215221204,0.00018060326500343976,0.0002638921232255133,0.0004500165180577798,0.0005259168336735439,3.820484863898075e-05,0.00023460701518572977
knn,RIA,834,0.0,0.006785223742211303,0.02749989966233284,0.003951453527161793,0.006785223742211303,0.007351236332303455,0.008964241023026318,0.002403628339037899,0.043695705159863804,0.039547363379432154,0.017276525714323844,0.005962620844719471,0.004727021206231755,0.0382677906997638
knn,RIA,837,0.0,0.003189499468919473,0.014258032215787546,-0.00036177060813041855,0.003189499468919473,0.003189499468919473,0.013429126048561241,0.01670063958057422,0.013658515337932258,0.013658515337932258,0.003189499468919473,0.003189499468919473,0.0034232100742901434,
knn,RIA,838,0.0,1.0404074793809122e-17,1.0404074793809122e-17,-0.0004703798431625287,1.0404074793809122e-17,1.0404074793809122e-17,0.0040068580453340346,0.007763406227467333,0.0011485251487060378,1.0404074793809122e-17,1.0404074793809122e-17,1.0404074793809122e-17,0.0040068580453340346,-0.0032584470048331858
knn,RIA,845,0.0,,0.00024706120379034525,,,,,0.0008809288480739658,0.0008809288480739658,0.0008809288480739658,5.42367636015219e-18,5.42367636015219e-18,,
knn,RIA,847,0.0,-0.00021245758404009262,0.0002406450669566374,-9.890968585314977e-05,-0.00021245758404009262,-0.00021245758404009262,-0.0019000531658913279,3.5554515629502866e-05,3.5554515629502866e-05,0.00022754650301289684,-0.00028437663893669584,-0.0001514004819995054,-0.0008029785170005117,-0.0008029785170005117
knn,RIA,849,0.0,-0.00016162297615247696,0.003321400726658333,0.00014124734938339176,-0.00016162297615247696,-0.00016162297615247696,-0.0004054737286099348,0.004497697140088058,0.004461524984220655,0.004461524984220655,0.003321400726658333,0.003321400726658333,0.000227260659908883,0.00157306593805336
knn,RIA,850,0.0,1.5978824272210702e-17,-9.113588787638746e-18,-0.0066890503885917215,1.5978824272210702e-17,1.5978824272210702e-17,-9.113588787638746e-18,1.9372193634125442e-17,-0.012455183612076625,-0.012455183612076625,-0.0006240721416118049,1.3777814907763107e-17,-0.0008099690995097753,0.004088604054491544
knn,RIA,851,0.0,-0.0009489930846980752,0.0011024329524376229,-0.004440521535477365,-0.0009489930846980752,-0.0012347323018792428,2.587545110625981e-17,-0.005051119587053821,0.0005833040571982665,2.2660528950304404e-17,2.671194422650584e-17,0.0016027617836570222,0.003066258485704419,-0.0006263900328870126
knn,RIA,855,0.0,0.0001633402350137546,0.003681170852932805,-0.0004546822348260639,0.0001633402350137546,,0.001051691031762426,0.0011361655823383633,0.003681170852932805,0.003681170852932805,0.0010032973807641457,0.003897000254004084,,
knn,RIA,863,0.0,,,,,,,,,,,,,
knn,RIA,866,0.0,0.0007968425391054003,0.005069829951167993,0.0008585252509985654,0.0007968425391054003,0.0007968425391054003,0.004200502589774828,0.01079457889435431,0.0005589179586916429,0.0005589179586916429,0.0007968425391054003,0.005069829951167993,0.005720252364084972,0.00571265478725945
knn,RIA,868,0.0,0.0022504594053627666,0.0022504594053627666,,0.0022504594053627666,0.004193766262826805,0.004902326809331458,,,,0.0016018385923494912,0.0022504594053627666,0.004746234583482477,
knn,RIA,869,0.0,9.951853091813686e-18,9.951853091813686e-18,,9.951853091813686e-18,9.951853091813686e-18,0.0010242601204483572,0.0012855786597850156,0.0013370357587607065,8.269710558925472e-18,0.0012855786597850156,9.951853091813686e-18,0.0005296153559047575,
knn,RIA,873,0.0,0.007145593187862141,0.01339918205300096,0.0019051423297754887,0.007145593187862141,0.0015445517663596922,0.012765252588602442,0.0017604954723497044,0.01704554171484651,0.024374434708796827,0.019234237828699197,0.011899724410346384,0.003981803646413569,
knn,RIA,876,0.0,-2.2032773637810634e-17,0.0028733959835842322,0.002554182157925131,-2.2032773637810634e-17,-2.2032773637810634e-17,-0.006844938861803436,0.0022699832928744826,0.03500049881649227,0.03500049881649227,0.03500049881649227,0.03500049881649227,0.012287687834700268,-2.2032773637810634e-17
knn,RIA,879,0.0,0.001750295552711736,0.007312336985946981,0.0002031534101840262,0.001750295552711736,0.001750295552711736,0.002851922893495448,-0.0008463010987596548,1.764733930676972e-17,1.764733930676972e-17,0.001750295552711736,0.0036821069378098065,0.006790686399579359,
knn,RIA,880,0.0,0.012890290797365103,1.1887247340106412e-17,0.01812068382656377,0.012890290797365103,0.012890290797365103,0.02001810284428996,0.012890290797365103,0.012890290797365103,0.012890290797365103,0.012890290797365103,0.012890290797365103,0.022885311070256414,0.022885311070256414
knn,RIA,882,0.0,0.01724419846211827,0.006458649849569611,2.4350825890053927e-17,0.01724419846211827,0.00925214657013697,0.017174684919534177,0.009623828678981216,0.009623828678981216,0.009623828678981216,0.014759657689255362,0.0410766367169643,0.01724419846211827,0.004542618530106396
knn,RIA,888,0.0,0.0004535450973255103,0.007110321424829868,0.00043632383919974406,0.0004535450973255103,0.0004535450973255103,0.00019539891343602617,-0.00013656198088765948,-0.00024909984205683596,-0.00013656198088765948,0.00935225555981482,0.005532935834096743,0.00902065425008403,0.00643949708838136
knn,RIA,889,0.0,4.1874631830402955e-18,0.005439182125581704,,4.1874631830402955e-18,4.1874631830402955e-18,0.0027227940120847474,-0.0016024673916955918,-0.0009608285787456771,-0.00817897996044317,4.1874631830402955e-18,0.0034454422252229414,-0.0013271582256749663,0.004485874635811318
knn,RIA,896,0.0,0.002230598524492399,0.002230598524492399,,0.002230598524492399,0.002230598524492399,0.009650565880780197,0.012869698469620395,0.013839266662170276,0.013839266662170276,0.002230598524492399,0.008426417037191762,-0.0012346637206569016,
knn,RIA,903,0.0,0.001002507585371418,0.004701901474851133,,0.001002507585371418,0.001002507585371418,0.00726823780043253,0.006862229795269316,0.006335440063582019,0.002952610800141128,0.001002507585371418,0.001002507585371418,0.001002507585371418,
knn,RIA,904,0.0,0.0022988813396489366,0.012737897945127143,0.0014757821674181552,0.0022988813396489366,0.0022988813396489366,0.0025876389609852286,0.0018276960083207473,0.007126956207981865,0.0019235769186685418,0.007578400496237996,0.007578400496237996,0.008889412968264353,0.0024380213545713834
knn,RIA,910,0.0,0.0012094742508659939,8.758945452998768e-18,,0.0012094742508659939,0.0012094742508659939,6.403437411826868e-18,8.758945452998768e-18,8.758945452998768e-18,8.758945452998768e-18,8.758945452998768e-18,8.758945452998768e-18,8.758945452998768e-18,8.758945452998768e-18
knn,RIA,913,0.0,8.566960038949721e-18,8.566960038949721e-18,,8.566960038949721e-18,8.566960038949721e-18,6.440479189133375e-18,,0.0017102426555089245,7.605225705546378e-18,8.566960038949721e-18,8.566960038949721e-18,,
knn,RIA,917,0.0,0.0024509393640592863,0.0024509393640592863,,0.0024509393640592863,0.0024509393640592863,,0.0035386863692676226,0.015221277129814928,0.0029270803546989324,0.0024509393640592863,0.012719895867253236,,
knn,RIA,918,0.0,3.0272866400742437e-17,0.003586669661838477,0.0014928159134644133,3.0272866400742437e-17,0.010901941742395161,0.010372608714580006,0.009058565012094897,0.022072084478795252,0.020361482309762858,3.0272866400742437e-17,0.003586669661838477,0.0019329671432305217,0.0009983944683790756
knn,RIA,920,0.0,0.005956469767168063,0.015150886217885554,0.0009519467383073095,0.005956469767168063,0.005956469767168063,0.0050964262110897345,0.0235403756961399,0.02912410612021531,0.0235403756961399,0.005956469767168063,0.005956469767168063,0.0034933649210286675,
knn,RIA,922,0.0,0.0038946952707829626,2.85334993445802e-17,-0.0005207534163096086,0.0038946952707829626,0.0030081471946058398,0.0009964164707278967,-0.0031652113782968372,0.012381199421904325,0.012381199421904325,2.85334993445802e-17,0.0038946952707829626,0.014590240080140468,0.012267455956109728
knn,RIA,926,0.0,-0.00033398881493530903,0.004971321312769597,,-0.00033398881493530903,-0.00033398881493530903,0.0009981476192180829,-0.0008019732679781975,0.002563425436003453,0.0044992234257559376,0.002358570963456565,0.0015059527637345332,0.000488399227408988,0.0008730057227842447
knn,RIA,927,0.0,0.053433622968683765,0.03044511974155258,0.021475808258750402,0.053433622968683765,0.03483462222524639,0.048520674364571005,-0.010583918115046356,-0.010583918115046356,-0.010583918115046356,0.053433622968683765,0.05020927300843938,0.06754172440984922,0.0204663845910079
knn,RIA,933,0.0,0.010385434458881971,0.0018248145286755963,,0.010385434458881971,0.010385434458881971,0.006187101000812405,0.002399428626002016,0.017630265854326678,0.002244587214604955,0.0018248145286755963,0.0018248145286755963,0.0011032619853050438,0.006771382223008917
knn,RIA,935,0.0,0.013089292165270465,0.013089292165270465,,0.013089292165270465,0.013089292165270465,,0.002737051924086163,0.005630061687144581,0.002551703325969545,0.013089292165270465,0.013089292165270465,0.001921807691472018,
knn,RIA,936,0.0,0.00038371694427358053,0.0038879296689874215,-0.0011936023954260504,0.00038371694427358053,0.00038371694427358053,,-0.0011936023954260504,0.0038879296689874215,0.0038879296689874215,0.005659827684812967,0.0021273517855170242,0.0038879296689874215,
knn,RIA,937,0.0,,0.005985876737472904,-0.0021831484980009554,,,0.046685601541536184,0.012206049081894588,0.019262015609801418,0.016010092143590744,0.005985876737472904,0.005985876737472904,0.03231370984192789,0.03231370984192789
knn,RIA,943,0.0,0.00037516287467144813,2.283066895707447e-05,0.00013776683283854219,0.00037516287467144813,0.00037516287467144813,0.0002784007287990755,0.0006346986730902503,0.0006346986730902503,0.0006346986730902503,6.871884431345116e-05,2.283066895707447e-05,2.283066895707447e-05,0.0006591528480871208
knn,RIA,958,0.0,,,,,,2.050677351855117e-05,0.00013927465407200836,0.00013927465407200836,0.00013927465407200836,,,,
knn,RIA,970,0.0,-0.00012274759431388408,-6.377338644768452e-05,-0.0002750179196794285,-0.00012274759431388408,-0.00026021972205882295,1.48284433878009e-17,-0.00018779025566216217,-0.00019260600512139274,-0.0004054947449450433,1.3107473325282389e-17,-0.000121982339395606,-0.0009565854180787488,-7.541521547529587e-05
knn,RIA,971,0.0,4.793707403387748e-18,-9.340416099307805e-06,,4.793707403387748e-18,-1.9826178655358234e-05,-7.709034077794788e-05,1.5093829474034458e-17,1.779965631583638e-17,2.593084388934383e-18,-4.9408534923949645e-06,-4.7210331646366476e-06,9.281696918139112e-18,7.854422832072524e-18
knn,RIA,973,0.0,,,,,,,0.005580811203306141,0.005580811203306141,0.005580811203306141,2.82797872432893e-17,,,
knn,RIA,976,0.0,-8.021421947696448e-06,0.0037768305346615396,0.008046886649695799,-8.021421947696448e-06,-8.021421947696448e-06,0.007653580118940017,0.0037768305346615396,0.0037768305346615396,0.0037768305346615396,-4.814971857813096e-06,-4.814971857813096e-06,0.0046230036906080635,0.0046230036906080635
knn,RIA,979,0.0,6.304329989380929e-19,1.9426940534631165e-06,,6.304329989380929e-19,6.304329989380929e-19,3.817337302914708e-05,,,,-6.866668987975778e-05,0.0001383914163692178,6.781750944628382e-05,6.781750944628382e-05
knn,RIA,980,0.0,-0.00021737763795437185,-2.849324825719205e-05,-3.139470963004933e-06,-1.3083916596308676e-05,1.214100847920083e-05,-2.522156048459782e-05,-7.63256230121822e-06,-3.469799988244933e-05,-1.2120389553464736e-05,-0.00010363158532740065,-0.0002618856171047071,7.373770279798576e-18,7.290052582423631e-18
knn,RIA,994,0.0,,,,,,,,,,0.001122733108051168,,,
knn,RIA,995,0.0,-5.388525038834066e-05,-6.0105792523357395e-06,0.00016767067749722458,-5.388525038834066e-05,-3.779260929843028e-05,7.846429712474157e-05,2.477387531924906e-05,7.876733267981969e-18,1.1738714007807323e-05,-1.5057039910575719e-05,-2.0952598964851669e-19,9.021751803372692e-18,0.0001120940102509984
nb,Kendall rank correlation coefficient,1004,1.0,-1.0,0.5087719298245613,0.4926829268292683,-1.0,-1.0,0.5238095238095238,-0.23809523809523814,-1.0,-1.0,-1.0,-1.0,0.5555555555555556,0.5212765957446809
nb,Kendall rank correlation coefficient,1019,1.0,,,,,,,,,,,,,
nb,Kendall rank correlation coefficient,1020,1.0,0.4298850574712643,0.3399014778325123,,0.4298850574712643,0.5032679738562092,0.6363636363636364,0.19423558897243112,0.4571428571428572,0.37662337662337664,0.42795698924731185,0.4476190476190477,0.40240240240240244,0.4074074074074075
nb,Kendall rank correlation coefficient,1021,0.9999999999999999,-0.3333333333333333,0.9999999999999998,0.4666666666666666,-0.3333333333333333,-0.3333333333333333,0.2,0.4666666666666666,1.0,1.0,1.0,0.39999999999999997,0.39999999999999997,0.5714285714285714
nb,Kendall rank correlation coefficient,1045,1.0,,1.0,0.14884696016771487,1.0,0.846153846153846,0.16333845366103428,-0.06666666666666665,1.0,0.6,-0.1073170731707317,,0.21739130434782608,0.27472527472527475
nb,Kendall rank correlation coefficient,1049,1.0,-0.3333333333333333,-0.00806451612903226,0.18279569892473121,-0.3333333333333333,-0.07142857142857142,-0.05287356321839081,0.18681318681318684,0.12878787878787878,0.12878787878787878,-0.11999999999999998,0.20467836257309938,-0.00854700854700855,-0.06666666666666665
nb,Kendall rank correlation coefficient,1050,1.0,-1.0,0.029556650246305414,0.07226890756302522,-1.0,-1.0,-0.07258064516129033,0.26666666666666666,-0.6666666666666669,0.21720430107526886,0.13563218390804596,-0.15151515151515152,-0.012698412698412698,0.18412698412698414
nb,Kendall rank correlation coefficient,1054,1.0,,,-0.031746031746031744,,,0.18128654970760236,,,,,-0.33333333333333337,0.03133903133903134,-0.014245014245014247
nb,Kendall rank correlation coefficient,1056,1.0,-0.39999999999999997,0.9999999999999998,0.1630769230769231,-0.39999999999999997,0.7333333333333333,,,,,0.6888888888888888,-0.39999999999999997,,
nb,Kendall rank correlation coefficient,1059,0.9999999999999998,,0.04761904761904762,,,-1.0,,1.0,1.0,,-0.7999999999999999,1.0,,1.0
nb,Kendall rank correlation coefficient,1060,0.9999999999999998,0.2333333333333333,0.18333333333333335,0.1933333333333333,0.2333333333333333,0.3333333333333334,0.0909090909090909,-0.6666666666666669,,0.2133333333333333,1.0,1.0,0.5238095238095238,1.0
nb,Kendall rank correlation coefficient,1061,0.9999999999999998,0.3333333333333333,0.9999999999999999,0.3099415204678362,0.3333333333333333,0.9999999999999999,0.6,1.0,0.2380952380952381,0.8484848484848484,0.6190476190476191,1.0,0.05454545454545454,0.46153846153846145
